,m_c18p_0001,m_c18p_0003,m_c18p_0004,m_c18p_0007,m_c18p_0009,m_c18p_0011,m_c18p_0015,m_c18p_0021,m_c18p_0022,m_c18p_0026,m_c18p_0027,m_c18p_0028,m_c18p_0032,m_c18p_0037,m_c18p_0038,m_c18p_0039,m_c18p_0044,m_c18p_0046,m_c18p_0047,m_c18p_0049,m_c18p_0055,m_c18p_0056,m_c18p_0061,m_c18p_0063,m_c18p_0067,m_c18p_0068,m_c18p_0080,m_c18p_0081,m_c18p_0096,m_c18p_0097,m_c18p_0098,m_c18p_0106,m_c18p_0108,m_c18p_0114,m_c18p_0115,m_c18p_0118,m_c18p_0120,m_c18p_0122,m_c18p_0126,m_c18p_0129,m_c18p_0131,m_c18p_0135,m_c18p_0137,m_c18p_0139,m_c18p_0155,m_c18p_0158,m_c18p_0160,m_c18p_0161,m_c18p_0163,m_c18p_0170,m_c18p_0172,m_c18p_0178,m_c18p_0182,m_c18p_0190,m_c18p_0199,m_c18p_0210,m_c18p_0220,m_c18p_0222,m_c18p_0223,m_c18p_0230,m_c18p_0233,m_c18p_0234,m_c18p_0238,m_c18p_0239,m_c18p_0240,m_c18p_0241,m_c18p_0244,m_c18p_0253,m_c18p_0257,m_c18p_0265,m_c18p_0269,m_c18p_0270,m_c18p_0274,m_c18p_0276,m_c18p_0280,m_c18p_0281,m_c18p_0284,m_c18p_0290,m_c18p_0297,m_c18p_0298,m_c18p_0300,m_c18p_0301,m_c18p_0302,m_c18p_0305,m_c18p_0309,m_c18p_0311,m_c18p_0318,m_c18p_0322,m_c18p_0326,m_c18p_0327,m_c18p_0329,m_c18p_0334,m_c18p_0341,m_c18p_0349,m_c18p_0353,m_c18p_0355,m_c18p_0356,m_c18p_0360,m_c18p_0363,m_c18p_0374,m_c18p_0375,m_c18p_0378,m_c18p_0380,m_c18p_0392,m_c18p_0395,m_c18p_0397,m_c18p_0402,m_c18p_0403,m_c18p_0418,m_c18p_0426,m_c18p_0428,m_c18p_0430,m_c18p_0432,m_c18p_0438,m_c18p_0441,m_c18p_0442,m_c18p_0447,m_c18p_0456,m_c18p_0469,m_c18p_0475,m_c18p_0500,m_c18p_0501,m_c18p_0527,m_c18p_0530,m_c18p_0572,m_c18p_0574
4057_3,1591,6699,359,14138,80946,168196,48498,35986504,7054578,13350,135930,293341,748051,881023,143897,5533462,922230,13084,69633,68041,6220564,45385,0,37803,1092869,1373022,6428741,15763,29486,43771,41548,50286,0,48259,248139,40436,10917,11843,60234,673890,95737,209264,58123,4648,115373,28528,48381,57488,419324,936422,264530,2640582,4759,62911,46321,13032,3617217,160198,47142,48265,12997550,42357556,225,0,0,917,10047,89952,19911,6719,3506,44552,79775,335781,35726,138034,91524,169999,15952,0,3551740,8848785,2204,434710,38376,15975,248257,56058,726283,8060,10993,1140,29875,60802,319139,30373734,2791,42482,358315,16817,224381,31809,1004,2733,1436,20874,45142,843,716808,142639,16,341097,564,200003,22929,99882,1423422,14300,33209,3577417,286,65980,0,297658,10436,20809
4057_4,643,12599,1053,11482,71078,163490,23722,37292704,6676706,12169,99133,297296,670959,723520,116236,5947703,745244,10605,68145,72725,5074140,41452,84,24689,669184,1213418,6387106,18642,27896,28792,29693,36515,0,43030,186117,29051,20292,4010,37566,393196,77165,213601,53223,4619,108577,22616,33921,52302,390788,848885,268739,2666638,5105,46775,42461,10573,3629534,153529,43361,37874,12591923,36239580,0,1079,9251,28624,8065,85289,17655,5871,2920,172635,82343,369398,31009,122694,76170,69363,28732,39698,3079866,7756154,3892,562698,27921,21727,227250,60328,576265,9685,8621,404,19416,44934,64354,26952146,552,37951,317590,20533,114017,30104,1560,2322,1867,36890,46046,865,1119236,77058,352,556003,254,155991,3356,149818,985383,11609,17337,2462908,1041,44159,284,364259,9261,34697
4058_1,703,9855,0,10598,51643,146216,286609,26626938,5432636,4774,87918,228573,381076,691580,153561,5763271,1407423,8157,31155,70781,4635466,38984,2279,29239,579109,1338149,4364418,24782,20430,55543,41432,33957,0,36437,313945,18486,12316,36132,26428,725988,79182,259844,125723,5742,90108,13213,10349,43803,374107,668661,392278,1978884,9523,38268,55329,17947,2713210,62304,2925,7789,11850327,31668328,10116,23007,36607,78584,3603,129656,36844,5849,7306,25732,45204,339921,48427,98220,64028,737808,96735,342810,283679,4753958,6236,119036,6716,13130,251645,70401,129821,4431,9261,1167,25592,55087,1277282,17479090,6165,37946,198304,18647,250474,28196,1717,5877,501,28930,52545,1832,476516,368838,4,382080,540,14417,2793,88298,3763420,11565,3467,157892,116,5329,0,221160,10760,22387
4058_2,321,19344,274,13400,63594,112545,312953,24505710,5347557,3534,108044,193639,408769,787609,157658,5583826,1950966,5032,33820,60097,5340484,37331,41281,33364,639148,1079982,4249309,30850,7261,56050,51636,27376,0,36209,257237,21586,13866,42780,28302,537848,74331,883643,87428,5182,67774,7490,16173,48441,340348,637602,312518,1962579,2852,31866,55695,19570,2253046,57138,1876,8305,11502404,31722140,44303,12747,43031,27827,2929,105334,19264,4937,7131,10954,40448,338102,50225,109973,70135,724891,172857,1152421,235270,5088509,13035,120540,6339,13186,259907,69464,208960,4019,7654,919,36861,54809,832172,18477912,5594,41992,209973,65711,347361,28432,937,9216,0,39154,52890,522,478306,425948,186,661430,330,15774,1204,215871,3751081,12883,3398,4513222,0,6130,0,202058,8816,16074
4058_3,819,5426,477,16236,47983,126593,224559,25502892,5410444,3593,78601,236147,409094,801730,170489,4091837,888063,8270,38372,63662,5367958,39069,3718,28001,616081,1374574,4903920,33725,22911,46291,55046,39729,0,32319,529434,18748,15882,35137,24051,821292,76109,209672,69080,7867,85181,14398,19127,47557,433297,665797,410878,2365372,9036,41473,55664,17468,3094063,57439,2446,11015,13510922,36772128,7017,1171,12369,20235,6210,137014,33455,8082,10833,26526,46007,378086,71728,102515,76756,316515,78466,167764,224955,5594188,8175,142490,15350,13318,217432,77171,283127,3250,8045,246,20445,52777,1172416,22201962,2493,43664,241348,46927,297768,30585,947,4983,514,29209,51905,369,534306,468927,13,306408,228,23764,3967,71500,4768608,13561,3173,97122,290,6578,0,201105,6736,11703
4058_4,633,16189,356,27075,74072,114400,174450,24531686,5182496,3938,120521,158024,412201,781979,161687,4561749,1827489,8127,32184,62980,4758590,35183,847,29153,713251,1298596,6392143,30307,30822,76480,51893,38286,0,40087,380220,20946,13920,38536,28577,643300,91296,277054,133912,3744,80236,10683,35122,47399,357212,702000,334425,1993629,5024,42003,56126,14014,2340160,56706,1622,10790,13326412,35091040,17973,140305,183514,438994,3419,107810,13679,4693,11472,41878,63021,356943,40766,106615,73635,1063568,132808,379685,269527,4678242,9681,187567,7820,16597,386958,64653,464641,6092,9139,2549,23018,54209,758628,20202410,7348,36380,240184,12213,218178,28444,524,7555,375,24602,40085,980,621664,499979,4,467456,189,23206,16996,164872,2674826,15208,1904,3047393,0,8829,0,347144,11646,11553
4059_1,4507,1946,575,14516,135972,283860,29561,39239352,7500474,11196,73251,286935,591967,779627,126374,6605120,1903066,8872,70692,80328,6068174,57978,20075,47501,788796,1631731,5225718,16716,27099,31039,30313,42107,0,42046,374353,24388,16609,14638,36922,311535,92327,227104,62796,7245,150272,39044,30042,61214,552862,883926,294085,2614216,20997,69479,40391,16539,4036535,142686,39736,41638,15177086,43600856,60602,31084,64966,68675,5381,93159,64079,8707,17868,148318,109173,336957,33501,145618,64697,882998,372430,1470051,1033737,9012690,37987,682176,15400,24574,319309,57727,189043,7075,8650,3170,39676,47270,155109,30136992,10432,66794,373732,13462,380137,39994,2640,34279,1605,37453,42247,791,1127724,168973,0,173804,475,269168,9786,46053,1084525,16810,40339,2535688,1175,49051,135,492258,13024,26214
4059_2,4181,0,668,13805,94521,437118,31687,47334432,9010103,9053,60836,318676,552758,960817,154430,7080888,2792940,7613,63010,83451,4341444,37505,22567,37764,528650,1697027,4425530,19866,28822,30703,27192,43386,0,49805,400635,24983,25394,34423,24529,328210,97278,246775,59144,7976,144658,40211,40516,57700,533314,987362,283983,2637220,6284,72960,39830,21083,4084062,132097,36747,41175,15336398,42904672,49403,22916,58358,33064,4708,95647,29731,8889,15931,91661,99192,336084,108541,182514,61226,822428,335895,1127009,1490267,8472420,21543,534533,6088,26196,248008,96229,62602,15780,10594,2453,32710,48543,190980,36870328,8055,97154,459571,84160,250694,24767,253,31929,1473,36636,34655,1230,1355827,861844,0,192010,637,231814,16831,29193,976450,13630,28268,2546375,558,49136,3,389585,11385,17145
4059_3,608,1178,447,15251,136853,264863,27593,43160976,7587402,10291,88989,336876,682315,853125,141425,7202188,1817939,6571,66066,93666,5313302,53548,19080,37804,770405,1425607,4063897,12920,15542,38915,33724,43623,0,37176,291346,31837,16450,37470,30329,346380,113751,268013,42770,7714,121976,81482,72788,48851,437724,991310,316467,2524866,9998,99757,38054,18337,3826676,136609,41494,41454,17998930,50503972,101230,91423,131985,176706,4369,106318,31116,10033,11341,40475,159422,381081,61916,142293,58047,766273,457933,1795018,1225748,9534574,37375,691392,11736,25837,447163,53543,83950,5749,9620,4313,54743,43105,71388,35550976,7147,81723,438174,22840,231062,33786,3365,34952,558,36112,33469,1106,1565351,594117,0,105133,524,549876,3167,26921,482364,12689,40223,1170907,727,53778,0,659078,17205,17653
4059_4,8434,4500,1596,12084,106869,370514,30493,44468320,8340812,10936,42867,234638,484745,889475,135818,7160880,1268852,8814,61437,103372,4259804,30095,14234,22330,920939,1778223,4708460,19961,23051,23486,38657,38072,0,38286,332659,24880,13751,13990,38234,284528,70125,277732,69365,6357,87332,86467,32796,55338,531002,1019025,260504,2521387,16176,75957,36888,17464,4222814,129616,40080,40583,14674325,42337880,30166,12435,37572,37353,5132,77664,93308,9480,15403,74221,63058,305046,64271,138074,60254,427891,176474,545293,1066254,8790606,15035,369260,5355,27906,163496,95954,45267,10543,10556,2052,42401,43536,131869,32948070,5464,84628,411820,27514,128901,35888,1971,24426,526,17462,29250,1694,1629650,774083,0,188500,209,312346,4101,72216,496948,13025,33385,1221311,230,43394,0,219081,6441,39148
4060_1,1300,12801,869,23617,83301,211141,465566,35219036,7706700,15178,172680,295612,768109,1159319,186222,5408915,2519191,14952,87011,83267,5293724,38960,0,70690,308908,1844869,7438826,38023,65938,74928,25515,73560,0,70323,165645,26253,27565,60035,37018,1046476,147720,338334,91868,5807,149531,16603,25019,82695,720257,927233,737827,2207816,41139,95741,96068,27873,3478907,181852,14248,16123,19308830,49001060,3449,11393,24450,60122,3714,162222,44641,12307,4465,96120,464324,520915,630616,115998,23964,714073,123837,346075,100170,9692719,10823,1251617,19075,32385,1732623,77891,1302773,5483,23758,2361,36568,54692,129565,36268784,3451,265712,637107,103686,121782,55325,1839,14754,368,39595,46157,4979,1371713,611622,0,534777,614,26183,34980,110343,2138658,28587,3103,37573,3509,17233,93,479858,67394,32185
4060_2,2990,13115,1401,21424,83123,164663,336596,38286656,8240161,13283,200193,284594,716180,1092579,175162,6164024,2235463,11196,82655,75230,4902518,29720,227,81345,777006,1889343,5147539,34634,73579,96481,16756,71040,0,65559,236262,23345,51674,89376,34856,933794,188483,393741,45483,2962,117625,15033,24365,67223,708444,815107,775032,1448047,7188,105823,97318,29733,3737929,162351,10288,19190,20322688,52366812,3661,141946,167018,454312,4343,170603,23049,13320,4928,204546,675848,508464,701062,124217,24375,476691,95994,279184,111621,9385280,7513,1839946,11590,31414,2232553,71540,651914,9207,20286,2922,83687,53644,98159,37909960,3396,267125,738719,22271,158574,61691,10789,27338,0,18859,42392,1487,1363972,347558,0,655896,406,20000,11331,137022,921703,27087,3731,14779,5368,31829,0,661425,95256,38196
4060_3,4265,3547,674,14166,142476,274157,41559,40244072,9387739,13414,122081,316628,766652,799927,151998,6696606,1901903,10870,69031,81638,5765677,46652,4118,46027,622203,1135029,6015750,19335,29554,42424,32963,45799,0,46483,225535,31436,10257,39724,34468,1228164,129267,175695,54566,4295,133434,53042,23536,67785,547507,866287,301047,2586971,2897,52733,48521,14326,3065450,158658,44824,31551,17908434,51351936,2717,72652,75483,186096,5616,98656,22101,9429,4625,58415,140289,378672,28183,159170,10101,384009,89950,407050,59007,9005605,7934,275166,16007,9080,568081,64101,85566,5363,11017,2050,26005,59861,1190027,33159996,4665,50110,706209,32205,394939,44590,1938,5956,655,36300,39568,2567,515101,664628,0,402191,152,524121,4110,66920,1580038,13977,37220,2920617,480,54188,149,593218,19078,19542
4060_4,8125,3977,1326,24298,108871,151797,395324,35524708,7933782,12938,163614,240756,901117,1130409,219346,7214910,1641720,11046,84934,80207,4470726,33254,3725,61399,1055480,1929389,6340450,34184,73814,84828,50364,78990,0,67055,292434,24324,19011,84334,32200,666445,164935,480846,58870,4601,99733,12324,59925,81437,694413,873237,722639,1687529,6483,102154,100829,20743,3791558,160273,4184,15314,18953192,49357704,13483,25033,42805,88202,16148,161735,29781,11674,6988,292638,567268,509338,565405,122017,14831,858679,211162,793123,102726,9610343,13796,1173808,13864,29895,1977743,43176,1013679,6658,20958,4511,107086,61868,162118,34848400,5254,228590,589120,25124,188855,55765,1766,30182,99,21865,27335,1350,1372292,429470,0,135512,369,21844,12047,58402,705032,21303,4044,13615,2878,29355,13,583417,85423,15116
4061_1,436,15608,415,8373,50513,114377,294744,26170464,4708900,4579,121496,196091,558232,498104,124506,4009669,1430153,10189,36279,56309,4302133,37768,6483,18253,701510,1138033,3120257,16482,12795,43368,32316,26026,0,31179,952327,20290,12088,35225,12214,311662,58538,244158,154156,5143,55526,7159,12463,42757,338654,587455,397745,2286943,9867,29102,57816,13785,3169924,65407,6251,11284,10403977,27346608,7819,5537,17208,27863,2899,120300,39022,5654,4358,7583,22225,386904,71767,94077,32574,407071,210940,775307,156871,6168965,6778,62832,7656,9403,115258,59721,130078,2440,7328,2760,25320,48614,1381881,22818434,4065,39780,260284,47566,708949,25456,2322,11828,686,25082,54193,0,348969,739887,9515,609167,243,232,5252,199729,971682,15591,2611,1765761,0,7259,232,56076,5507,34437
4061_2,1225,3441,671,11704,64804,144918,225154,27781188,6217550,5317,185171,209669,645553,662751,134266,6009966,908454,10284,39919,62293,4892608,34100,5648,23224,781320,1296385,4060158,19731,22773,48853,24694,28955,0,44496,962808,18805,16666,34354,33888,831979,78160,340079,114478,4570,70201,9708,13728,49883,514859,616562,370075,2739965,9054,48106,55496,17887,4295098,70186,17197,12635,12472964,35338124,11276,36056,43754,92592,3524,135457,17716,5957,9261,57913,33126,407150,48559,92655,40271,579874,407010,1576512,161404,8208280,8506,90016,5568,13185,202875,54432,314149,2321,6216,2366,22847,53292,2364347,27749370,5059,48050,286380,36902,876478,29721,1027,8613,480,24159,61223,542,402409,481666,6274,325446,494,1833,17581,39122,1487034,13658,2773,2789341,216,5096,162,132199,5680,33807
4061_3,1870,1322,249,10636,53069,117721,232150,26770878,5137544,5775,77957,203606,731709,581185,122563,4988728,981987,8848,40652,57148,4400118,38404,10562,2497,816386,1432594,3420120,16008,11826,2653,27761,28464,0,47763,1227666,18363,12736,38812,8435,466359,1654,345354,153578,4552,67999,8609,6678,53287,445647,669166,400293,2595016,10403,32928,59120,19111,4283191,72185,3891,12349,11514143,31449478,18512,46237,49719,107971,1303,139011,29644,5389,7133,140695,5992,415009,47365,87622,31541,697815,526814,2139994,178343,7510705,11891,6953,12930,13289,2182,53336,235109,3799,8420,5602,36445,42308,1848084,25230900,6474,59447,288149,24196,917893,26972,2694,15243,92,35376,59641,0,375278,592916,1151,180494,307,712,16460,27021,1047040,14702,2666,2125802,96,284,0,407,423,28047
4061_4,686,21022,228,10115,67996,154770,306548,28266254,6365288,4144,163704,216944,661216,548043,140017,4991042,4225630,11810,29354,63304,4775984,36417,3994,29438,976918,957784,2909938,15341,30224,81034,41846,21530,0,37752,1123735,20857,8786,41266,21688,483630,96771,255851,157778,6749,59747,10329,30734,60094,364333,597885,370440,2656085,7993,26047,52524,14645,3177505,68608,17896,13145,10817044,30273940,1543,3934,15051,34133,4735,124066,51447,5877,5150,48931,27959,395443,45415,103671,60090,921857,121816,532533,110908,7867684,3222,72785,8978,9783,260641,60945,267798,3061,7750,5768,27778,29922,1420783,25140756,8750,54372,263900,4915,1062868,29296,981,5214,0,28541,71808,0,324437,485622,2751,943805,335,1086,34918,328910,905792,15013,3806,1694604,280,3665,144,115949,9790,36376
4062_1,493,0,1127,8558,150092,202174,289953,35640464,7550084,4427,64415,260169,705280,877235,218047,5867440,1647515,8951,45376,75569,5118341,42669,2062,23657,878634,1877033,3375254,15077,9616,40377,40299,42212,272,46759,925591,26378,26070,35426,24037,948821,70276,230374,120373,6306,61929,9638,12029,36956,543710,683837,454001,2825898,4781,52182,67890,17372,3654522,74826,15974,11151,18878394,48669272,18717,12579,33911,43005,1203,149907,31213,11671,17502,40227,71842,339628,80883,92009,75188,4091075,358049,1494593,950884,10055461,10406,124343,5342,7820,384543,55775,64562,5628,6408,10104,15905,54520,1364031,32227132,19715,54074,464583,14294,373156,49586,2197,9349,0,41135,55963,0,423735,331655,353,5518,640,21648,18988,508,874265,14573,10904,1757133,387,3509,0,347129,13955,31020
4062_2,771,2415,165,7650,106435,213384,197211,35200892,7782765,5366,41054,276514,659830,841062,196033,5524136,1728577,10908,41657,79269,4169674,35425,3503,4136,662548,1651756,3989737,18548,2185,1811,26250,41925,0,41113,893916,24777,19914,37689,26099,886997,2580,302604,128780,7503,44166,8262,1971,40230,494844,700026,431896,2941004,4684,44587,66458,14616,3391939,74454,2573,11939,15712103,41794520,20829,18874,32271,55404,1621,140572,45801,11537,20517,66607,8619,339104,45197,77809,70791,229581,344131,1437503,901288,9739004,9341,9095,4411,10325,1894,68823,52724,4182,7718,1243,11023,56907,1530386,30015422,3490,64353,501291,16209,303338,49108,1496,19680,300,38584,65030,0,426648,369628,0,181037,272,9331,29262,26779,870346,18521,9440,1997499,295,329,113,1365,1070,29777
4062_3,871,1133,173,9952,129438,170840,161658,32905146,7041756,5461,93901,253505,699463,766436,213316,5649063,1760450,10802,40557,77884,4867542,37390,4682,31298,726008,1571271,3081241,13827,29154,61925,38922,45289,0,47044,856862,26696,14364,33119,19466,656058,94001,267975,49548,4985,86177,8895,21251,34877,458127,676700,377780,2483908,18370,39477,56683,13998,3242602,75257,2363,10551,15760037,42214600,13661,5077,19673,30625,5051,119320,51941,9753,17168,40286,89782,357416,45471,96065,59216,348821,280686,1197906,563344,8892704,8980,121762,4460,10274,551985,68812,50936,3452,6324,1509,36307,58185,1299246,28843276,3245,54787,445693,30339,295512,40367,1794,15076,492,34735,44705,793,414179,234648,6,105869,0,10069,16574,20028,807253,17004,8667,1520514,127,4537,0,486878,18253,17639
4062_4,1420,3657,1136,9151,153325,121240,239039,30032974,5728344,5906,121999,222117,693785,667572,187196,5982149,1077701,12357,43397,73020,5364364,35060,2187,38459,720365,1743486,3349350,12916,18352,86422,29923,45923,0,38189,781793,26242,10953,33333,25105,803445,131115,316211,104525,5434,110716,9996,22381,45168,423161,649805,385685,2495910,3924,42850,58634,14971,3562438,83832,12283,12859,13443355,36181556,32512,41008,55419,83204,1410,125634,20694,12348,12977,22794,107973,343444,35292,79340,45802,564227,683458,3170099,410544,8662761,17315,183004,3283,10849,680541,57075,46062,4454,3201,2682,47058,53671,1444392,27084044,5883,58752,498342,27804,359798,43598,627,8984,226,38642,56334,0,409434,298612,4,260328,222,6680,12700,44203,507408,16859,11256,768570,0,6543,120,589253,22544,33436
4063_1,1010,8464,884,11235,78225,236964,25638,28870436,5961428,9046,52320,259208,541591,790307,176701,5667405,2564887,10986,64613,72428,4324350,70144,5979,24545,773710,688858,4576244,12663,29141,27410,71583,37514,0,34850,193134,26041,10809,30979,32294,937239,70480,1311831,65132,6071,86419,23649,44198,36610,509629,765225,269438,2284095,6974,50036,29512,15062,3148152,123012,39608,26336,13084782,38934756,12671,21380,47986,78825,9164,85693,20826,9525,9550,148421,69917,320088,45962,127809,123161,365165,227323,1259918,375401,7899041,8931,579855,8808,22371,175557,39450,94277,5787,8670,1834,50593,42078,26379,33171680,4365,50796,497162,37696,126903,46983,3312,15492,2613,14027,49212,315,1237685,422891,292,313407,163,331490,3194,89822,1030196,10184,25186,2636095,440,67207,0,268450,7357,29388
4063_2,588,16816,763,6988,55622,328390,27994,28660520,5642506,9875,42394,239407,527361,765317,147486,5151394,3795653,12648,56045,68329,4744130,55764,2722,18702,563828,788253,4182991,11925,18856,14463,51570,39149,283,32277,282414,26095,14696,37656,34986,643966,34781,187875,48418,7340,59555,38296,22988,39048,683810,837084,337640,2542507,8687,43075,35427,12886,4111185,127408,41176,27429,12018671,36600680,13363,14252,31244,48326,5426,107040,25026,9296,13005,115173,35550,282390,20582,121620,107829,239736,238379,1308786,314204,7928352,7244,230393,2836,18631,64243,47242,89239,6303,6719,291,17851,44239,102896,26371562,4253,45489,472818,3740,153476,43772,5004,10554,2390,18844,40886,496,993600,294600,748,807775,205,86355,4517,225924,1596044,9030,13719,3784176,817,21514,225,87925,2847,9817
4063_3,570,10717,2270,13960,118635,167258,29546,28876268,5235966,7826,65059,235047,488460,865377,149095,5490158,933374,10556,66775,70146,5496066,78563,11101,43127,731518,1034971,4992184,16737,16114,40307,54838,35642,368,34260,243677,29293,12216,36808,39016,825398,101834,204032,77940,5105,166870,33503,43435,41165,589389,797852,266419,2490680,4634,47822,30164,13885,4127011,121979,40320,27489,14714587,43645464,19598,15101,43089,63209,5005,90713,18392,8274,11885,106513,130563,328051,49585,121638,130557,545512,333280,1882088,450920,8103478,13047,754469,4970,25202,425017,32618,169056,4168,8756,895,62013,35399,62478,32646482,6276,50202,508890,61142,142816,43559,2863,14683,1894,30313,53202,489,1397553,863073,0,427736,136,906858,11079,146191,981852,13357,42371,2385512,501,64522,229,533085,14207,28436
4063_4,937,7687,291,9019,139544,214336,40916,25978140,4876260,11474,67847,233225,527607,779120,140377,5513504,4296662,11245,57212,89872,7177493,71150,8449,31840,590631,927508,3764543,9701,13246,28052,55801,52552,0,48159,369712,25182,10777,53417,38854,949236,77985,228369,43894,5711,98699,23384,50146,42654,517420,739433,267113,2026639,5274,63434,25919,12240,3142264,137955,38161,30711,11741725,36698624,20724,110842,162815,372340,6019,95456,30737,8995,9961,50904,72678,284270,29985,117171,117638,251446,235751,1326701,761615,7251177,12526,361544,8441,17760,231325,34466,71915,6151,10207,747,51798,44165,196001,29925316,3174,42836,479246,26357,242334,35850,768,15484,2264,36871,44038,549,945086,810422,191,363747,289,388634,21242,94184,1533494,10109,54651,3776575,280,48822,271,255393,9210,23891
4064_1,815,10530,946,11170,70514,409681,347007,35592112,8446999,4903,99720,193505,543056,814140,222023,6273108,1409595,9278,43521,74023,5334701,49676,11224,31431,695127,1819841,4425390,23483,11921,67435,38005,42699,0,44656,342537,21629,15753,37058,25782,447547,79329,276421,135751,8150,86091,9449,36424,51514,501214,808140,359622,2709347,4300,40818,65660,19516,4027270,68387,2293,11216,15056441,40292748,31144,11590,35521,34653,16018,111663,27022,8896,24558,40444,44158,336181,65912,111908,152130,253046,149837,708156,498890,8343174,12189,151912,8805,9700,238289,54676,133541,4337,8614,544,42655,54034,1735328,28767076,2576,57125,421124,23865,430980,39958,252,12674,0,30461,60072,0,370764,378397,0,397238,398,10712,8967,141853,1877567,13310,2298,3011647,272,5093,0,195494,8974,22656
4064_2,104,7781,576,13695,67667,317516,206249,33943716,6824720,4218,66821,192195,514816,731040,161527,5912305,1455775,9391,39122,75716,5448034,44080,3632,27611,504847,1565551,4844230,21084,28180,64746,29002,40784,0,30825,399937,24726,18759,30676,28556,704342,73804,286297,73310,8024,69572,9875,32938,43717,527620,785994,341514,2825292,3407,51212,70540,13433,3723498,64064,7740,9433,15346128,42399824,12228,2828,20049,24770,6422,94424,20446,9529,29622,23765,55351,365573,42537,94017,161496,737923,95408,278103,450467,7095772,5909,168220,6019,13142,256385,47686,137045,2305,7982,1747,42545,64885,1455778,24638678,6213,38336,339599,12673,334294,42518,852,9843,0,23795,60863,0,455490,200821,0,488049,89,16705,10228,100575,1452617,13836,1690,21684,462,7077,0,259599,8753,23970
4064_3,342,2994,619,10360,73663,348317,175175,38413516,6938340,4241,53631,185848,527382,705966,261031,5437609,1279214,7143,37278,70471,5514130,45498,7709,38941,700685,1537152,4564216,24463,24930,53927,61882,36913,0,31583,270020,27941,18019,32668,14540,473155,64649,245620,93640,7195,48938,10759,26027,26494,522345,760562,328379,2577241,1489,38377,64055,14082,3496638,67920,4347,9617,13887100,36199556,15998,17959,34527,49531,5767,104577,12671,8277,23556,30203,34694,333434,47876,96030,134118,211887,104934,439149,507966,5898183,9159,106393,2850,10928,176991,52435,131167,2131,7689,425,12775,56395,2250911,22692646,2218,42144,330065,13437,318740,36147,877,14977,0,24975,52706,594,370054,331845,0,74916,544,18215,12934,25520,2633826,13488,3559,161160,252,7029,176,140147,7087,20334
4064_4,353,0,465,9087,123916,396070,171321,39401532,8018282,4965,56601,207364,614725,982772,335365,7067378,1894643,7908,42329,86902,6661685,49436,7084,25146,1127838,1504572,4896224,19936,20892,45304,95994,39795,0,37407,442328,31058,21000,38286,21335,600209,61320,350524,94819,6019,56050,7348,22820,35187,580170,789922,386990,3451958,7837,44974,74139,16688,3960283,64217,12071,13845,18133176,47809108,304,0,1996,4400,4605,125381,18071,10883,30148,65532,44380,273491,94410,111629,134705,669787,19258,44607,327218,9071221,1601,98557,7657,10033,217349,54953,73038,5177,11226,2609,8441,62513,1938509,29284380,6073,51259,444020,24462,671390,45192,188,13156,169,25298,50678,0,399741,605687,0,10689,289,30555,20862,4461,1568090,14373,4960,50016,0,7121,113,188191,6513,40683
4065_1,151,4467,407,9831,92284,191340,214042,33161264,7311094,5156,89613,234022,715508,777698,169069,9587564,2192137,7592,31170,76673,5757012,38463,5029,43554,668318,1461149,4837121,21643,18172,86364,19782,47137,0,44472,362592,22161,11638,40731,14793,817164,132673,470545,134783,8521,150144,9785,39713,45433,528063,716131,445033,3409264,10188,50572,67216,16437,3472316,60600,4815,13428,16465808,42402768,4702,25421,47692,104703,3462,159684,51951,8247,5853,53375,107103,362753,101021,99197,105507,1378074,85060,312078,579507,9467686,5116,217586,7683,13493,598252,84571,79355,4477,9762,3458,64886,48187,1536419,26957400,10138,66065,395052,10457,600767,32230,932,9624,0,23833,64112,0,552716,1334793,0,326841,417,13144,23364,54866,1488911,15520,3665,2943922,5,6224,0,538491,18330,35714
4065_2,1934,837,172,13770,86577,163076,183201,37516400,6825328,4241,73820,220904,835654,875000,179764,13742413,2912826,8450,31186,74781,4157320,31411,11242,48188,817465,1834801,4443544,20650,30708,82147,45358,74546,250,43054,257461,23176,22035,59265,23803,1042064,129424,621562,106368,6792,87114,10958,16074,58667,555044,704706,377570,3281933,6121,58240,60522,17526,3373759,62832,11579,12960,16800902,39775220,9526,117990,126722,368373,2866,124842,74339,8575,8226,43069,107883,328773,165845,111865,170938,1407212,154082,664014,399895,9204846,7045,228013,6958,14757,603888,90501,82891,5249,12020,6352,46524,44590,1337183,25435776,10722,80646,348376,16532,644335,39767,663,27223,532,27355,58922,926,492700,3109090,0,176948,517,15190,28835,24201,1867826,16625,5025,81863,221,7329,0,550666,18413,53662
