general-projectname	general-readlength	general-readlengthr2	general-runname	general-samplename	subsample-rawreads	subsample-subsampledreads	fastqc-meanreadqualityR1	fastqc-meanreadqualityR2	fastqc-pct-adapter	fastqc-pct-deduplicated	fastqc-pct-dimer	fastqc-pct-gc	fastqc-sequencelength	fastqc-totalsequences	fastqspeciesscreen-pct-Adapters	fastqspeciesscreen-pct-Chloroplast	fastqspeciesscreen-pct-Mitochondria	fastqspeciesscreen-pct-NoHit	fastqspeciesscreen-pct-PhiX	fastqspeciesscreen-pct-Vectors	fastqspeciesscreen-pct-ecoli	fastqspeciesscreen-pct-human	fastqspeciesscreen-pct-mouse	fastqspeciesscreen-pct-rRNA
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	204	93374	93374	34.7	30.9	0.07	11.47	0.00	54	301	93374	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	99.88
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	205.1	98096	98096	34.6	30.9	0.10	11.47	0.00	55	301	98096	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	99.92
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	205.2	83953	83953	34.3	30.6	0.14	14.18	0.00	54	301	83953	0.00	0.00	0.00	0.11	0.01	0.00	0.01	0.00	0.00	99.87
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	206.1	99060	99060	34.6	30.9	0.06	10.91	0.00	53	301	99060	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00	99.79
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	206.2	95491	95491	34.5	30.6	0.09	12.38	0.00	55	301	95491	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	99.87
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	207	96594	96594	34.3	30.8	0.02	12.35	0.00	55	301	96594	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	208	84874	84874	34.4	30.8	0.03	14.11	0.00	53	301	84874	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	209	91905	91905	34.7	31.0	0.17	12.41	0.00	54	301	91905	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	99.86
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	21	64260	64260	34.4	30.9	0.21	12.29	0.00	54	301	64260	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.01	0.00	99.83
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	210	115990	115990	34.5	30.9	0.04	12.53	0.00	54	301	115990	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	99.87
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	211	83678	83678	34.6	30.9	0.05	12.56	0.00	53	301	83678	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	99.88
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	212	92106	92106	34.2	30.6	0.03	13.95	0.00	54	301	92106	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	99.85
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	213.C1	64303	64303	33.9	30.5	0.08	14.66	0.00	54	301	64303	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	99.84
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	214	92807	92807	34.5	30.6	0.09	12.23	0.00	56	301	92807	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	215	74904	74904	34.3	30.7	0.06	12.40	0.00	54	301	74904	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	99.82
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	216	81168	81168	34.9	31.2	0.05	10.00	0.00	53	301	81168	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	99.88
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	217	86247	86247	34.7	31.0	0.07	11.27	0.00	54	301	86247	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.01	0.00	99.85
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	218	56640	56640	33.6	30.9	0.06	13.16	0.00	54	301	56640	0.00	0.00	0.00	0.11	0.01	0.00	0.00	0.00	0.00	99.88
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	219	89364	89364	34.3	30.8	0.05	12.27	0.00	54	301	89364	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	99.87
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	22	67578	67578	34.3	30.8	0.08	14.42	0.00	54	301	67578	0.00	0.00	0.00	0.12	0.02	0.00	0.00	0.00	0.00	99.86
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	220	64610	64610	34.6	30.9	0.08	12.27	0.00	54	301	64610	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.01	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	221	63950	63950	34.5	29.1	0.03	14.99	0.00	55	301	63950	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	99.86
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	222	72114	72114	34.7	30.6	0.14	13.10	0.00	54	301	72114	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	223	69300	69300	34.8	30.8	0.05	11.26	0.00	54	301	69300	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	99.87
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	224	58558	58558	33.6	30.7	0.02	13.63	0.00	54	301	58558	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	225.D1	34005	34005	32.5	30.1	0.03	18.98	0.00	54	301	34005	0.00	0.00	0.00	0.09	0.08	0.00	0.00	0.02	0.00	99.81
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	226	40473	40473	32.7	30.6	0.04	16.85	0.00	54	301	40473	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.01	99.89
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	227	37110	37110	32.6	30.6	0.03	16.73	0.00	54	301	37110	0.00	0.00	0.00	0.05	0.03	0.00	0.00	0.05	0.01	99.86
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	228	10349	10349	31.3	29.4	0.01	27.83	0.00	55	301	10349	0.00	0.00	0.00	0.12	0.19	0.00	0.00	0.00	0.01	99.68
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	229	21435	21435	32.4	31.1	0.01	14.19	0.00	53	301	21435	0.00	0.00	0.00	0.10	0.08	0.00	0.00	0.02	0.00	99.80
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	23	80114	80114	34.6	30.9	0.03	11.88	0.00	54	301	80114	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	99.97
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	230	40867	40867	32.8	30.3	0.01	17.29	0.00	54	301	40867	0.00	0.00	0.00	0.04	0.02	0.00	0.00	0.00	0.00	99.94
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	231	38545	38545	32.2	30.5	0.02	19.17	0.00	54	301	38545	0.00	0.00	0.00	0.17	0.03	0.00	0.00	0.01	0.00	99.79
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	232	34981	34981	32.6	30.6	0.02	14.73	0.00	55	301	34981	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.04	99.83
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	233	10806	10806	31.8	30.5	0.01	21.08	0.00	54	301	10806	0.00	0.00	0.00	0.14	0.26	0.00	0.00	0.00	0.01	99.59
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	234	13805	13805	31.6	30.3	0.00	21.39	0.00	54	301	13805	0.00	0.00	0.00	0.17	0.20	0.00	0.00	0.04	0.01	99.58
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	235	631	631	31.2	26.0	0.60	72.42	0.00	55	301	631	0.00	0.00	0.00	0.48	0.00	0.00	0.00	0.00	0.00	99.52
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	236	30541	30541	32.4	30.5	0.01	17.43	0.00	54	301	30541	0.00	0.00	0.00	0.07	0.05	0.00	0.00	0.01	0.01	99.86
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	237.E1	42570	42570	33.4	30.6	0.03	13.93	0.00	55	301	42570	0.00	0.00	0.00	0.08	0.01	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	238	37043	37043	32.9	30.7	0.02	15.33	0.00	55	301	37043	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	239	46161	46161	33.2	30.8	0.04	15.41	0.00	54	301	46161	0.00	0.00	0.00	0.15	0.01	0.00	0.00	0.00	0.00	99.84
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	24	72448	72448	34.2	30.5	0.02	14.61	0.00	54	301	72448	0.00	0.00	0.00	0.07	0.01	0.00	0.00	0.02	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	240	44222	44222	33.5	30.0	0.00	15.86	0.00	55	301	44222	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	241	44622	44622	33.8	31.0	0.08	11.75	0.00	53	301	44622	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.02	0.00	99.77
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	242	41602	41602	33.0	30.5	0.01	15.34	0.00	54	301	41602	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.02	0.00	99.88
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	243	27235	27235	32.0	30.6	0.01	18.83	0.00	54	301	27235	0.00	0.00	0.00	0.15	0.10	0.00	0.00	0.01	0.00	99.74
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	244	41515	41515	32.8	30.3	0.03	13.80	0.00	56	301	41515	0.00	0.00	0.00	0.14	0.05	0.00	0.00	0.00	0.00	99.81
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	245	46659	46659	33.2	30.8	0.05	13.30	0.00	53	301	46659	0.00	0.00	0.00	0.10	0.01	0.00	0.00	0.01	0.00	99.88
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	246.1	33897	33897	32.8	31.1	0.03	13.85	0.00	54	301	33897	0.00	0.00	0.00	0.05	0.05	0.00	0.00	0.01	0.00	99.89
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	246.2	36348	36348	33.0	30.6	0.09	16.07	0.00	54	301	36348	0.00	0.00	0.00	0.12	0.01	0.00	0.00	0.02	0.00	99.85
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	248	8527	8527	31.5	27.9	0.00	25.84	0.00	54	301	8527	0.00	0.00	0.00	0.14	0.30	0.00	0.00	0.00	0.01	99.54
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	249.F1	55939	55939	34.4	30.1	0.13	12.82	0.00	56	301	55939	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	99.85
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	25.C1	63103	63103	34.5	28.6	0.06	16.65	0.00	54	301	63103	0.01	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	99.95
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	250	77089	77089	34.6	30.6	0.04	12.80	0.00	54	301	77089	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	99.92
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	251	76574	76574	34.4	30.3	0.08	13.94	0.00	54	301	76574	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	252	59609	59609	34.1	29.8	0.04	15.21	0.00	55	301	59609	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	253	69804	69804	34.7	30.8	0.14	13.10	0.00	54	301	69804	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00	99.83
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	254	70780	70780	34.6	30.7	0.08	13.23	0.00	52	301	70780	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	255	68184	68184	34.6	30.6	0.06	13.44	0.00	54	301	68184	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	99.87
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	256	71362	71362	34.3	30.3	0.05	14.48	0.00	54	301	71362	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	99.87
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	257	63686	63686	34.6	30.4	0.05	12.36	0.00	55	301	63686	0.00	0.00	0.00	0.04	0.01	0.00	0.00	0.00	0.00	99.95
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	258	83685	83685	34.5	30.6	0.12	10.96	0.00	55	301	83685	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.01	0.00	99.89
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	259	40193	40193	34.2	30.2	0.17	15.67	0.00	53	301	40193	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.01	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	26	63193	63193	34.4	30.5	0.15	12.76	0.00	54	301	63193	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	260	64770	64770	33.9	30.4	0.02	14.51	0.00	54	301	64770	0.00	0.00	0.00	0.07	0.01	0.00	0.00	0.00	0.00	99.92
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	261.G1	58432	58432	34.1	30.5	0.17	15.08	0.00	53	301	58432	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	262	61446	61446	34.0	30.7	0.08	14.93	0.00	54	301	61446	0.00	0.00	0.00	0.17	0.01	0.00	0.00	0.00	0.00	99.82
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	263	41817	41817	34.4	30.8	0.19	13.32	0.00	54	301	41817	0.00	0.00	0.00	0.12	0.01	0.00	0.01	0.01	0.00	99.85
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	264	82377	82377	34.5	30.6	0.07	13.01	0.00	54	301	82377	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	265	85912	85912	34.3	30.8	0.16	12.46	0.00	54	301	85912	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	99.89
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	266	67965	67965	34.2	30.5	0.04	14.11	0.00	53	301	67965	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	99.93
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	267	83709	83709	34.4	31.0	0.09	12.37	0.00	53	301	83709	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	99.86
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	268	66458	66458	34.1	30.9	0.06	12.90	0.00	53	301	66458	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00	99.83
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	269	67301	67301	34.4	30.9	0.18	12.74	0.00	53	301	67301	0.00	0.02	0.00	0.20	0.00	0.00	0.00	0.01	0.00	99.77
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	27	77493	77493	34.3	30.2	0.05	12.74	0.00	55	301	77493	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	99.87
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	270	73073	73073	33.6	30.5	0.07	13.11	0.00	55	301	73073	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	271	67943	67943	34.2	30.4	0.17	13.08	0.00	54	301	67943	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	99.86
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	272	48747	48747	33.1	30.3	0.03	16.20	0.00	53	301	48747	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	99.85
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	273.H1	49329	49329	34.3	30.4	0.11	15.90	0.00	54	301	49329	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	99.84
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	274	52732	52732	34.3	30.4	0.07	15.77	0.00	55	301	52732	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	99.94
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	275	50476	50476	34.4	30.7	0.14	13.88	0.00	53	301	50476	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	99.89
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	276	55809	55809	34.6	30.7	0.09	13.26	0.00	54	301	55809	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00	99.83
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	277	53548	53548	34.5	30.6	0.22	14.41	0.00	55	301	53548	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	99.81
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	278	48984	48984	34.3	30.8	0.24	13.32	0.00	52	301	48984	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	279	63907	63907	34.2	30.4	0.05	15.10	0.00	55	301	63907	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	28	61314	61314	34.1	30.2	0.05	13.69	0.00	54	301	61314	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	99.87
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	280	42837	42837	34.5	30.6	0.22	14.82	0.00	54	301	42837	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.01	0.00	99.81
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	281	62988	62988	34.5	30.5	0.30	14.31	0.00	54	301	62988	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00	99.79
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	282	61232	61232	34.2	30.3	0.04	14.45	0.00	55	301	61232	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	99.95
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	283.A1	64220	64220	34.2	30.7	0.03	11.95	0.00	54	301	64220	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	99.95
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	284	47721	47721	34.4	30.1	0.02	15.03	0.00	55	301	47721	0.00	0.00	0.00	0.05	0.01	0.00	0.00	0.00	0.00	99.94
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	285	72831	72831	34.5	30.4	0.05	12.34	0.00	56	301	72831	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	99.81
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	286	74468	74468	34.3	30.4	0.07	13.36	0.00	55	301	74468	0.00	0.00	0.00	0.07	0.02	0.00	0.00	0.01	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	287	70670	70670	34.2	30.3	0.05	13.28	0.00	55	301	70670	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	99.95
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	288	73361	73361	34.6	30.9	0.07	12.10	0.00	53	301	73361	0.00	0.00	0.00	0.16	0.01	0.00	0.00	0.00	0.00	99.83
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	289	78423	78423	34.4	30.8	0.04	12.89	0.00	54	301	78423	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	99.94
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	29	67069	67069	34.6	29.6	0.12	16.14	0.00	53	301	67069	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.01	0.00	99.82
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	290	71468	71468	34.2	30.6	0.06	13.60	0.00	55	301	71468	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	99.89
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	291	84191	84191	34.7	31.0	0.04	10.90	0.00	53	301	84191	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	99.87
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	292	90281	90281	34.0	30.5	0.13	13.61	0.00	53	301	90281	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.17	0.00	99.71
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	293	76084	76084	34.2	30.4	0.03	14.10	0.00	55	301	76084	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	294	79209	79209	34.1	30.6	0.05	14.60	0.00	54	301	79209	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	99.89
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	295.B1	6215	6215	34.2	30.4	1.63	27.61	0.02	54	301	6215	0.00	0.00	0.00	0.43	0.00	0.00	0.00	0.00	0.00	99.57
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	296	57156	57156	34.7	30.9	0.02	12.89	0.00	53	301	57156	0.01	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	99.86
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	297	80294	80294	34.6	30.8	0.04	12.31	0.00	55	301	80294	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	298	85289	85289	34.4	30.6	0.06	13.34	0.00	54	301	85289	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	99.86
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	299	82364	82364	34.5	30.8	0.04	12.33	0.00	54	301	82364	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	3	60906	60906	34.7	30.8	0.09	14.01	0.00	54	301	60906	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	99.88
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	30	81869	81869	34.3	29.8	0.06	12.75	0.00	57	301	81869	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	99.92
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	300	87399	87399	34.4	30.7	0.10	12.82	0.00	54	301	87399	0.00	0.00	0.00	0.08	0.01	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	301	81409	81409	34.4	30.9	0.06	12.03	0.00	54	301	81409	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	99.85
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	302	91856	91856	34.6	30.8	0.09	12.45	0.00	54	301	91856	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	303	94905	94905	34.6	30.9	0.06	12.89	0.00	54	301	94905	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	99.90
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	304	108923	108923	34.3	30.7	0.04	12.65	0.00	54	301	108923	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	307.B1	94431	94431	34.5	30.6	0.01	11.66	0.00	53	301	94431	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	99.91
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	308	44651	44651	33.8	30.3	0.04	17.59	0.00	53	301	44651	0.00	0.00	0.00	0.09	0.00	0.00	0.01	0.01	0.00	99.89
Sonnenburg_Project_005_Merged	301	301	210826_M04141_0131_000000000-JVTMF	309	84984	84984	34.6	30.8	0.02	12.89	0.00	54	301	84984	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	99.93
