,microbiome_OTU.1,microbiome_OTU.5,microbiome_OTU.60,microbiome_OTU.87,microbiome_OTU.94,microbiome_OTU.101,microbiome_OTU.116,microbiome_OTU.118,microbiome_OTU.191,microbiome_OTU.225,microbiome_OTU.268,microbiome_OTU.372,microbiome_OTU.417,microbiome_OTU.480,microbiome_OTU.536,microbiome_OTU.557,microbiome_OTU.590,microbiome_OTU.628,microbiome_OTU.663,microbiome_OTU.1004,microbiome_OTU.1014,microbiome_OTU.1042
4002_4,0.435681951230122,-0.906129236242992,-0.850589435148587,-0.0135658230743713,0.148940701496091,0.253980274270883,0.140106530190098,-0.66710373770423,0.794932160723136,-1.95166852805068,-0.622743927332041,-0.156638661699171,0.0714660748302747,-0.136000167147412,1.25935253784252,-1.18027566447271,0.589310142876196,-0.11836952175123,0.664006123350646,-0.862102954978162,0.901748044175137,1.26650503619222
4002_5,0.193926963634821,-0.419205820188485,-0.376700350107777,0.362226234126548,0.536085311138447,0.562563596149695,0.0831493543288074,-0.0149351267255813,0.866892379375728,-1.49755918375501,-0.528578153962392,0.375519207266438,-0.120374157912746,0.299157493433926,1.05109364544347,-0.749667187027236,0.58230883528484,-1.58840746270468,1.26919990879372,-0.22178058748893,-0.626529226881959,-0.394944908105553
4003_1,0.0732604668469368,-0.398404567782626,0.188639865064383,0.126350274348451,0.362724627536864,0.602132340793042,0.0399891979125251,0.145369484556705,0.202323095137359,0.838669021585954,0.093031846687704,0.277138719381679,-0.0570584992177534,0.148186521995361,-0.813675861258058,1.51434970938513,-1.23201966345274,-1.68446799912048,0.964152330793393,-0.341103379335519,-0.733780049286072,-0.516942632558402
4003_2,0.466814264009656,-0.245632108386799,0.555891032686478,0.235556836481182,-0.0226683903456971,0.371275909315469,0.191747851151426,-0.317655813458635,0.0222892303898143,0.530410500127467,0.109284145906504,0.162690410539502,0.438363457674175,-0.358150444928375,-1.12022013719732,1.35999626906182,-1.5961515944953,-0.30659090408012,0.570562061575154,1.49316759345546,-1.17625982353001,-1.02026302082332
4003_3,0.675839978504717,-0.0902365892540778,0.647313125950448,0.126873441048538,0.337794119737302,0.153620129901272,0.472522736290176,-0.311230028528766,-0.153788208422992,0.567002925753217,-0.10584923655636,0.67875835927782,0.453244710182172,0.068820797252456,-1.01807574373905,1.61532094250976,-1.47481827283674,0.244118119622708,0.184919995919243,-0.669352544147895,-1.02882001889098,-0.85255036131607
4003_4,0.685400527074614,0.0500854824187639,0.263259166152912,-0.217905147047933,0.048391873573857,0.479926264233537,0.315599671670978,0.118830974707544,-0.197884024567557,0.510285429841209,0.107661391131834,0.534997313251211,0.529864863050214,0.28717391465606,-1.02178409841921,1.58450868305149,-1.47922328202028,-0.15726791403054,0.505243632795023,-0.675307852496474,-1.03417282457186,-0.858639173484291
4003_5,0.300972149113819,-0.121334220560065,0.144962942850739,0.0310086410265599,0.276610642038695,-0.17732590231116,-0.286310064653792,-0.574834564136212,0.767974970573673,0.449744880431409,0.0620772502020627,0.544736006171592,0.198530190011311,0.00288030814292718,-1.15213391225814,1.20645916397553,-1.63406071709805,0.651849655692288,-1.76867424593482,1.40466054037572,-1.22232559964315,1.60139770666394
4004_1,-3.44315242413457,0.375373559204341,0.942246904430912,0.70702889114116,0.223396347697928,1.02302314540516,0.132109071678225,-0.490831842497799,-1.49797841179711,0.338486019115927,0.610374328432199,0.00212147147526463,-0.310176886836181,0.596997957398951,1.62009302036625,-0.897326124705227,1.13126534120182,-1.7651729350132,-1.42892194636269,1.64432974757519,1.57716391453638,-0.619438609557808
4004_2,-3.40592752793368,0.55502146503005,1.20559809660758,1.05012475597544,0.503974695607602,1.0442873802362,0.218461204176578,-0.341270955985945,-1.47400506057089,0.609944171770514,0.632045532787207,0.154244228935058,-0.177129257851027,0.724121605734492,1.58149918367306,-0.873516883782343,1.44884206104788,-1.73667041573991,-1.40178635505714,1.90606761566068,-0.792063630898412,-0.583240159889946
4004_3,-2.86408332860269,0.668126716851318,1.08395450243772,1.3103467416788,0.641055714455689,1.20868412459584,0.441625634820852,-2.87374513504179,-1.12504985515271,0.622265426155143,0.816987703583664,0.256470414565691,-2.05408011504846,0.983290971329727,1.04464849421284,-0.526950461812502,1.36397189790713,0.241143794035065,-1.00680170110444,0.109403093833287,-0.328851627833686,-0.056336877971848
4004_4,-3.18776511051,0.836106108927636,0.463228511925512,0.850099025142596,0.679891230650014,1.09357125506502,0.446508910715451,0.34031013777946,-1.33350542750182,0.427086800796412,0.824924240954647,0.274816070558379,-2.37703071096141,0.902612509149173,1.56825057222916,-0.733979045215155,1.11324918128334,0.532869823062229,-1.24275391167587,-0.198452045129031,-0.605560849299869,-0.371093395425825
4004_5,-3.38191147853316,0.747881663282964,0.49433261707939,0.92930080368659,0.265803009879769,1.0243505492223,0.604327606535141,0.624278818999375,-1.45853839051659,0.785399835980784,1.01963580430165,0.432191487723486,-2.57073850902762,0.803852646893076,1.90027069023363,-0.858156091287259,1.04146497300335,0.804189076656246,-1.38427953118879,-0.383105493199564,-0.771532780217994,-0.559886333709905
4005_1,0.301001365484019,-0.888759160553148,-0.247677695884258,-0.603812766494155,-0.939876409722139,0.119402457303114,-0.591962524532563,-0.845566262663267,0.724840482522725,0.564269780826366,0.351183518255193,0.0445913430224317,-0.381865761114017,-0.998037233640178,1.14544563780674,1.11591956677502,-1.86738499591026,-0.52677584686971,0.47543586204048,-1.200079220503,0.926416378162431,0.903869308044394
4005_2,0.444885524767042,0.470174261493091,0.394386489123416,1.25493676085023,-2.38679067800261,0.907162065784673,0.733865449415257,0.376446083713362,-0.797980034881626,1.09586897477384,0.581689405719036,0.606024251360816,-1.54736594007413,-1.9662777625407,1.05826801688439,-0.202119607921592,-0.541504092905973,-0.932927286874966,-0.636589256148009,0.592432277631263,0.105309159102355,0.437520668903461
4005_3,0.339638249318324,-0.900701635138607,-0.295445108656427,-0.0843995017321902,-0.757478242852269,0.388630393224449,-0.0452022413772401,-0.636804946769954,0.295309459036974,0.498840302820717,-0.228921120542641,-0.0513434479476326,-0.774629430549872,-3.75059380240789,1.29206699877897,1.4632698180146,0.400895416052422,-2.17017296563797,0.662967507347787,-0.944427853475002,1.04704635844359,1.16524237090102
4005_4,0.448187902098276,-0.714874890057332,-0.856679969290306,-0.347970406562481,-0.844518682586792,0.52822704530579,0.126183076463812,-0.576406859631001,1.15556168488307,0.207477485034884,-0.412605568969683,0.216961268279273,-3.2837422837126,-1.41227234867003,1.30701759745415,1.38218477194644,-0.0963227927905648,-0.279916573078453,0.986248115372619,-1.06278182423649,1.12424386102234,-1.25479938818799
4005_5,1.15098759283445,0.388872281551639,-1.25050896473589,-0.690587033350153,-3.50252176060211,1.26052219846044,0.411976976100605,0.344906943331052,1.45651413008057,-1.61209913616619,1.22136527804763,0.784221438371414,-2.57093104674798,-3.09910380614777,1.90877465373115,2.0308022914188,-1.26322345228667,-1.71842946021606,1.63125264679381,-0.383289031262056,-0.771697749607665,1.20501933978423
4006_1,0.221148437953443,0.0732288185397666,0.447758809160826,0.416030698355193,0.329523928517251,0.79086722539472,0.650659140181127,0.457814478153125,0.0863225991591101,1.15001904702175,0.680449587584856,-0.368076256888914,0.753655058958974,0.115107917577087,-0.702076413676067,0.808401962330563,-1.09945505357117,-1.54018783285276,-1.21472671247737,-0.161883973640818,-0.572692394915349,-0.333705554929042
4006_2,-0.321716279084708,-0.372694076054644,0.409014537309297,0.027398963846528,0.184205614831966,0.523863512460632,0.376710952450528,0.0211694591555931,-0.217500409877019,0.531928358621791,0.404713544454998,-0.332242016763768,0.643426266145632,0.00823023430908409,-0.956031788034202,0.653113357364505,-1.40111868953477,-0.117866684446732,0.0712379802421346,-0.569715125600616,1.50901460056166,-0.750679309314938
4006_3,0.381808339540703,-0.470483525086911,-0.100977249194753,-0.450080227105486,0.3263027419053,0.66292127889974,0.428087846503213,-0.0143384570878169,0.409583789333097,0.761793874224137,0.497315915862379,-0.221024794475619,0.0993096010070376,-0.125326335242202,-1.18508947396543,1.07154005282182,-1.67320733722756,-0.0744103977794432,0.214741502995058,-0.937562666353338,1.162364702048,-1.12677311522509
